temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),ET₀ (mm),wind_speed_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),shortwave_radiation_instant (W/m²),crop,Kc,ETc (mm),soil_deficit,irrigation_need,irrigation_amount,month,quarter
25.6875,65.91666666666667,0.0,4.09,5.104166666666667,27.45,0.29904166666666665,5081.2,Maize,1.1,4.4990000000000006,4.4990000000000006,False,0.0,10,4
24.97083333333333,69.125,0.0,4.07,6.708333333333333,27.325,0.296375,4997.3,Maize,1.1,4.477,4.477,False,0.0,10,4
24.741666666666664,68.91666666666667,0.0,4.26,8.241666666666667,27.179166666666664,0.29824999999999996,5089.4,Maize,1.1,4.686,4.686,False,0.0,10,4
24.895833333333332,70.04166666666667,0.0,3.9899999999999998,5.95,27.020833333333332,0.3013333333333333,5035.3,Maize,1.1,4.389,4.389,False,0.0,10,4
25.141666666666666,68.25,0.0,4.1,6.7375,26.90833333333333,0.299125,5026.6,Maize,1.1,4.51,4.51,False,0.0,10,4
26.212500000000002,63.583333333333336,0.0,4.11,6.683333333333334,26.8125,0.2980833333333333,4903.1,Maize,1.1,4.521000000000001,4.521000000000001,False,0.0,10,4
25.941666666666666,66.875,0.0,3.79,5.354166666666667,26.8,0.30054166666666665,4777.7,Maize,1.1,4.1690000000000005,4.1690000000000005,False,0.0,10,4
26.866666666666664,70.66666666666667,0.0,3.73,4.9750000000000005,26.816666666666666,0.304875,4708.3,Maize,1.1,4.103000000000001,4.103000000000001,False,0.0,10,4
26.825,62.708333333333336,0.0,4.25,8.404166666666667,26.899999999999995,0.30641666666666667,4537.4,Maize,1.1,4.675000000000001,4.675000000000001,False,0.0,10,4
24.645833333333332,63.958333333333336,0.0,3.98,7.8,26.899999999999995,0.304125,4626.3,Maize,1.1,4.378,4.378,False,0.0,10,4
23.504166666666666,68.5,0.0,3.67,6.3125,26.766666666666666,0.30579166666666663,4638.9,Maize,1.1,4.037,4.037,False,0.0,10,4
23.775000000000002,68.45833333333333,0.0,3.6,6.304166666666667,26.604166666666668,0.305875,4556.9,Maize,1.1,3.9600000000000004,3.9600000000000004,False,0.0,10,4
24.516666666666666,70.0,0.0,3.5,6.1875,26.433333333333334,0.307875,4457.7,Maize,1.1,3.8500000000000005,3.8500000000000005,False,0.0,10,4
23.316666666666666,76.16666666666667,1.5,2.5700000000000003,8.629166666666666,26.329166666666666,0.31283333333333335,2928.8,Maize,1.1,2.8270000000000004,1.3270000000000004,False,0.0,10,4
23.254166666666666,66.04166666666667,0.3,3.37,6.483333333333333,26.21666666666667,0.31479166666666664,4196.6,Maize,1.1,3.7070000000000003,3.4070000000000005,False,0.0,10,4
19.495833333333334,82.875,20.1,1.48,9.995833333333334,25.995833333333334,0.319,1720.1,Maize,1.1,1.6280000000000001,-18.472,False,0.0,10,4
18.712500000000002,79.75,0.0,2.22,8.674999999999999,25.59583333333333,0.3192916666666667,2897.7,Maize,1.1,2.4420000000000006,2.4420000000000006,False,0.0,10,4
19.150000000000002,76.08333333333333,0.0,3.04,8.229166666666666,25.141666666666666,0.3182916666666667,4284.7,Maize,1.1,3.3440000000000003,3.3440000000000003,False,0.0,10,4
20.066666666666666,76.375,0.0,3.04,6.604166666666667,24.791666666666668,0.3142916666666667,4256.2,Maize,1.1,3.3440000000000003,3.3440000000000003,False,0.0,10,4
